model,subject,idx,gold,pred,correct,raw,gen_tps,prompt_tps,prompt_tokens,total_ms,error
qwen2.5:1.5b-instruct-q4_K_M,college_physics,3,A,B,0,B,73.54022650389763,358.8404160195774,122,1215.4626846313477,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,4,B,B,1,B,70.41757622702626,288.7758995884943,168,1486.1912727355957,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,5,C,A,0,A,67.14113065664026,375.6033862992796,128,1256.5031051635742,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,6,D,B,0,B,72.45851749873198,325.1660810392702,165,1456.2408924102783,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,7,A,A,1,A. 0.25mc^2,45.61079068378868,325.5815800235848,164,1190.445899963379,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,8,A,A,1,A,70.38535984515221,382.70409435395493,132,919.8780059814453,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,9,D,B,0,B,71.61528270132847,323.44809838488436,137,1296.8661785125732,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,10,D,B,0,B,69.91051454138702,346.14967159783276,118,1249.8786449432373,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,11,D,B,0,B,79.03576368306659,297.7886182780244,173,1485.9857559204102,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,12,D,C,0,C,70.27653817772936,353.52136742064914,120,1176.9206523895264,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,13,B,A,0,A,72.21520129987363,343.4483145332374,147,1331.5656185150146,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,14,A,A,1,A,86.81685983417981,278.04028697404044,183,1565.9098625183105,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,15,D,D,1,D,73.19572536963841,313.9457051635183,159,1117.814064025879,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,16,B,B,1,B,70.93707881109457,6233.072385263235,168,962.7010822296143,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,17,A,A,1,A. 0.24 mJ,41.32180179584551,224.96103353526266,210,2067.3422813415527,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,18,B,B,1,B,71.92950908110052,336.69167693498343,144,1323.7004280090332,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,19,A,A,1,A,71.6358035746266,380.451298754022,164,1380.2294731140137,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,20,C,C,1,C,70.95721280068119,324.9969962398833,165,1422.9857921600342,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,21,D,D,1,D,63.279124216920835,353.78610092338175,120,1287.7271175384521,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,22,B,A,0,A,71.91399086692316,293.82705442673654,171,1488.6047840118408,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,23,C,A,0,A,73.05936073059361,296.10399447731623,172,1521.369457244873,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,24,B,B,1,B,70.1877522372346,353.2580697390306,120,1264.99342918396,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,25,D,B,0,B,70.11639321273313,437.3875895042061,116,1166.269302368164,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,26,A,A,1,A,76.48768548263729,302.7805683050905,151,1405.6947231292725,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,27,B,B,1,B,73.17965605561653,348.07960510485606,149,1274.2087841033936,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,28,B,A,0,A,87.0738821890374,293.6435258413871,194,1178.0726909637451,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,29,D,A,0,A,88.499491127926,309.30435894511663,179,1037.461519241333,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,30,D,D,1,D,88.27293993026437,328.4281429080421,165,1000.5757808685303,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,31,D,D,1,D,80.68094719432007,290.7122623470516,168,1088.84596824646,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,32,B,A,0,A,87.64625969586749,287.990451208172,166,1354.2494773864746,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,33,D,B,0,B,74.97938067031566,425.07515993749735,179,890.6011581420898,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,34,D,C,0,C,72.11625139725237,388.6536342015198,134,1220.698356628418,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,35,D,D,1,D,76.60780633546558,284.391734487036,188,1583.8813781738281,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,36,D,D,1,D,77.76654483241309,317.3971538476115,134,1291.3293838500977,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,37,A,A,1,A,70.63144511936714,423.20525076800413,112,1169.4810390472412,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,38,C,A,0,A,76.97340568833468,318.50535919887,161,1409.125804901123,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,39,D,B,0,B,71.97869430648528,347.7619534419097,149,1330.580234527588,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,40,D,D,1,D,72.43227582210633,333.9942155044379,141,913.0878448486328,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,41,B,B,1,B,73.41874380529349,291.4142453497647,194,1586.733341217041,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,42,C,B,0,B,72.85178304739009,295.79744066423723,172,1426.9435405731201,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,43,B,C,0,C,71.40561962226427,325.6322102168286,138,1316.4002895355225,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,44,B,A,0,A. 150 nm,42.12921028795315,305.6192973829427,179,1676.2645244598389,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,45,B,C,0,C,73.21448182450489,295.3714771337566,171,1134.9139213562012,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,46,C,B,0,B,87.93914611089127,280.6396754341145,184,1114.1951084136963,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,47,D,B,0,B,72.33011464323171,305.69797040523963,153,1030.6212902069092,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,48,D,C,0,C,76.49353629618298,296.1942483209919,172,1494.5886135101318,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,49,D,C,0,C,83.04958059961797,302.7781398193357,151,1364.8014068603516,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,50,B,D,0,D,73.27080890973036,343.12492802602105,146,890.4757499694824,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,51,A,B,0,B,71.06310403638432,357.8604637519616,122,1251.9960403442383,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,52,A,A,1,A,70.1213098660683,469.44158805382926,105,1128.7505626678467,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,53,D,A,0,A,73.59434795407714,309.02348578491967,181,1518.6421871185303,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,54,C,A,0,A,69.3000693000693,344.44077247825135,148,1366.9426441192627,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,55,D,B,0,B,75.98495497891417,281.2335569089711,186,1591.2892818450928,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,56,C,A,0,A,88.32751843836948,321.8212700020859,162,1288.3601188659668,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,57,D,D,1,D,74.89234225800412,305.2576615656505,152,960.0820541381836,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,58,D,A,0,A,74.57677679170706,307.6552885772232,179,1050.262689590454,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,59,C,C,1,C,72.34581298607343,344.17685539421126,147,1308.9051246643066,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,60,D,D,1,D. None,50.72665939584549,294.4808872889428,196,1628.8912296295166,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,61,A,A,1,A,70.65140596297866,438.76072954849525,116,1190.237283706665,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,62,D,B,0,B,76.47598654022636,348.14385584507835,149,1331.8357467651367,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,63,D,D,1,D,71.70771933598652,366.7614378221999,125,1129.4267177581787,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,64,A,B,0,B,78.83948281299274,280.1205275350908,185,1563.0574226379395,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,65,D,C,0,C,71.10099896903552,366.4023684249095,125,1183.5525035858154,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,66,B,B,1,B,73.24665812122322,348.49725178341714,149,1350.2376079559326,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,67,A,B,0,B,79.45336087716511,312.14130913645516,158,1409.1005325317383,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,68,A,A,1,A,87.95074758135445,291.12283304105523,168,1428.276777267456,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,69,A,A,1,A,73.70826269624825,316.7212262311356,134,920.7029342651367,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,70,D,C,0,C,74.03568520026653,292.8882233400372,195,1500.18310546875,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,71,C,C,1,C,87.70006577504934,310.7150070169806,180,1054.5156002044678,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,72,C,C,1,C,88.53866926380095,309.82293619196633,180,1053.4031391143799,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,73,B,A,0,A,72.25955632632416,292.54911813649653,170,1136.667013168335,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,74,C,C,1,C,75.35227187099692,601.0500698278757,204,1258.0952644348145,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,75,C,A,0,A,73.04068366079906,336.76884326918355,144,1346.4579582214355,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,76,C,C,1,C,76.49061077752705,6826.197428798969,180,938.4145736694336,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,77,D,D,1,D,43.44143009187863,3533.493232825081,165,986.3228797912598,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,78,D,B,0,B,71.74373139146967,216.95425158015013,135,1549.4005680084229,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,79,C,A,0,A,89.1503967192654,285.76162312601934,188,1201.3490200042725,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,80,A,D,0,D,87.87732325673359,303.87800426818364,175,1035.4368686676025,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,81,B,A,0,A,88.82572392965002,311.6724302905899,157,963.2971286773682,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,82,A,B,0,B,71.6743119266055,368.3914262053031,125,805.7806491851807,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,83,D,B,0,B,77.69705916631055,278.84829591866117,184,1535.9995365142822,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,84,A,B,0,B,72.6929088067459,307.6279909920214,156,1294.933557510376,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,85,D,B,0,B,88.30022075055187,316.0355231878642,159,1427.0954132080078,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,86,D,D,1,D,71.0176834031674,439.07793633369926,116,756.0107707977295,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,87,D,C,0,C,71.18957784580337,342.9451287793953,147,1349.8237133026123,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,88,D,B,0,B,74.73003773866907,299.29819733039767,174,1496.7303276062012,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,89,A,B,0,B,78.0122479229239,6003.463536655762,156,921.8699932098389,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,90,B,C,0,C,83.1704578533705,279.75090006811325,138,1403.5797119140625,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,91,C,A,0,A,74.46293607356938,319.6289921363327,161,973.5913276672363,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,92,A,C,0,C,72.15267506042787,318.88070890548653,161,975.0416278839111,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,93,C,B,0,B,72.85178304739009,295.36821425872887,172,1528.1236171722412,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,94,C,C,1,C,71.97869430648528,344.8623717616368,147,900.2277851104736,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,95,D,D,1,D,87.83101313073647,289.25462374382084,167,1504.98366355896,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,96,C,B,0,B,71.11363959607453,305.1595904877966,153,1313.8954639434814,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,97,C,B,0,B,75.90997077466126,6571.362693105833,171,974.9314785003662,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,98,A,A,1,A. 2.5 * 10^-23 kg,46.47516831756792,206.19995034787266,201,2190.5808448791504,
qwen2.5:1.5b-instruct-q4_K_M,college_physics,99,B,B,1,B,77.07723138584862,292.6281797494415,170,1400.8677005767822,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,0,B,A,0,A,77.06238199822756,208.884976823427,173,1717.710256576538,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,1,D,C,0,C,71.33430823554589,317.6665260083542,134,902.2204875946045,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,2,D,B,0,B,72.5136869584134,275.32956343623397,182,1575.2768516540527,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,3,A,A,1,A,71.3444868547783,436.93009118541033,115,739.670991897583,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,4,C,A,0,A,77.76049766718506,338.2910195480526,144,1310.504674911499,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,5,D,A,0,A,88.7941751021133,253.5106371365185,209,1577.606439590454,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,6,C,B,0,B. 6*sqrt(2),42.27310965221913,294.9852507374631,197,1397.1092700958252,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,7,C,C,1,C,71.34703196347031,340.19909858969874,145,897.531270980835,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,8,C,D,0,D,71.90364911019235,308.4527928818586,156,1017.5368785858154,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,9,A,A,1,A,71.65376898824879,353.583867146755,120,1279.780387878418,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,10,D,D,1,D. 45,43.18006808057401,377.3015393902807,130,1377.8953552246094,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,11,B,B,1,B,88.19508753362437,275.7340477306184,183,1571.8896389007568,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,12,A,A,1,A,88.12513769552766,387.826935168264,132,894.6480751037598,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,13,B,D,0,D,86.74907829104316,288.7031835613103,166,1028.8448333740234,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,14,D,A,0,A,72.37461098646595,345.6466043724296,148,902.6756286621094,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,15,D,A,0,A,70.47961377171653,302.52505285593963,176,1436.0547065734863,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,16,B,A,0,A. I only,48.70968056191487,257.3758011423156,214,1782.0358276367188,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,17,C,A,0,A,87.30574471800244,288.5653011324054,169,1446.7978477478027,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,18,D,C,0,C,84.18571368438776,256.85674870003953,213,1368.0548667907715,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,19,A,A,1,A,70.86669973779321,336.0024230033884,142,890.9876346588135,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,20,D,D,1,D,76.70770528899628,291.0766909575045,169,1362.6086711883545,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,21,D,C,0,C,70.51937519833574,438.6280018603877,116,1024.1613388061523,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,22,B,A,0,A. I only,54.125441122345144,241.32532472808455,199,1803.5471439361572,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,23,A,A,1,A,74.08779403593257,305.6455130208423,178,1084.5661163330078,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,24,B,B,1,B,87.92754770069463,289.30573552951614,167,1491.9655323028564,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,25,D,D,1,D,88.71146595697495,245.77558012770598,202,1283.9162349700928,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,26,D,C,0,C,86.78672163159037,287.92459406420716,190,1130.4316520690918,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,27,A,C,0,C,71.4081690945444,377.070625328124,130,831.7596912384033,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,28,A,A,1,A,71.3852303958311,303.399618436412,177,1496.8326091766357,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,29,B,D,0,D,71.85714798979629,438.4207781212914,116,1189.77689743042,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,30,C,D,0,D,88.8494002665482,294.40094691422513,195,1561.2330436706543,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,31,B,B,1,B,76.8787238131847,303.21406913280777,176,1152.8656482696533,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,32,B,B,1,B,74.50454477723142,292.9398060393849,170,1491.4376735687256,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,33,C,C,1,C,73.58351729212657,348.4227962996318,118,1270.0519561767578,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,34,D,C,0,C,72.59528130671507,282.61523371675304,187,1477.9725074768066,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,35,D,B,0,B,90.19979254047716,249.03486284786106,245,1901.7162322998047,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,36,A,A,1,A.,56.51420390324768,334.3791575068121,141,911.470890045166,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,37,A,A,1,A,68.82549296259334,305.2557156671019,155,1344.4867134094238,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,38,A,B,0,B,72.17350510627548,276.50312690284767,183,1595.3474044799805,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,39,C,C,1,C,71.12375533428165,444.4427578411583,117,825.5071640014648,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,40,B,A,0,A,71.54355213736362,377.4611785566938,129,1276.6692638397217,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,41,D,B,0,B,71.31395970761277,356.24698220531604,121,1157.18674659729,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,42,D,C,0,C,71.45409074669524,300.0396052278901,150,1425.459623336792,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,43,A,C,0,C,69.64758322886196,290.34850461878796,168,1046.760082244873,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,44,D,C,0,C,70.90689924129619,434.01467347000397,115,1181.7598342895508,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,45,A,B,0,B,72.13445863088798,302.0797490537502,151,1411.3025665283203,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,46,B,C,0,C,72.05908845253109,334.3160198158223,143,1351.7796993255615,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,47,B,B,1,B,70.46471479406688,377.3342069546497,129,1172.8355884552002,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,48,C,C,1,C,76.52865998316369,325.9368709665312,165,1426.323652267456,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,49,D,B,0,B,81.48631029986963,300.10460789189375,175,1429.9569129943848,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,50,A,B,0,B,71.69229666272359,368.48264741516795,125,808.7897300720215,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,51,B,C,0,C,71.00507686299571,433.1140144396446,115,1133.8982582092285,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,52,C,C,1,C,71.25552230297848,311.25277271061765,158,1443.0770874023438,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,53,C,C,1,C,70.60152499293984,368.26061160488564,126,1219.9358940124512,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,54,A,C,0,C,74.89234225800412,349.40600978336823,118,1242.6726818084717,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,55,D,D,1,D,73.45109993022146,348.6252699506075,149,1287.5640392303467,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,56,B,B,1,B,88.44078889183692,328.8359208402256,165,1406.1861038208008,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,57,D,D,1,D,72.06168480219067,325.478606857221,138,915.3456687927246,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,58,C,B,0,B,71.79523997558962,315.14115369237106,160,1283.9634418487549,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,59,A,B,0,B,88.49557522123894,338.42399283113116,142,1332.0820331573486,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,60,B,A,0,A,70.5094306363476,426.8822501109979,113,759.2992782592773,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,61,A,C,0,C,79.69715082685794,250.50342717732255,207,1734.760046005249,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,62,A,A,1,A,70.58408328921828,331.6585890690857,168,1343.0883884429932,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,63,D,C,0,C,72.35628233421367,332.2298000772083,142,1296.0987091064453,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,64,B,D,0,D,72.1917412647993,443.40856119606616,117,1193.21870803833,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,65,D,A,0,A,72.25433526011561,301.0294809534063,151,1373.1534481048584,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,66,C,C,1,C,74.71607890017931,334.34494110385265,143,1224.7645854949951,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,67,D,D,1,D,73.58622465874389,302.501654305922,176,1408.0591201782227,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,68,A,C,0,C,71.90881961672599,396.6228728911183,136,846.9099998474121,
qwen2.5:1.5b-instruct-q4_K_M,college_mathematics,69,A,D,0,D,70.8918190840777,353.32671827199675,120,1243.2177066802979,
